V1	V2	V3	Iv1	Time
1	0.00224567	0.00226015	-16.6463	0.0166815
1	0.00224566	0.00226	-16.6508	0.016686
1	0.00224566	0.00225984	-16.6553	0.0166905
1	0.00224565	0.00225968	-16.6598	0.016695
1	0.00224564	0.00225951	-16.6643	0.0166995
1	0.00224563	0.00225933	-16.6688	0.016704
1	0.00224562	0.00225915	-16.6732	0.0167085
1	0.00224561	0.00225896	-16.6777	0.016713
1	0.00224561	0.00225877	-16.6822	0.0167175
1	0.0022456	0.00225857	-16.6867	0.016722
1	0.00224559	0.00225837	-16.6912	0.0167265
1	0.00224558	0.00225816	-16.6957	0.016731
1	0.00224557	0.00225794	-16.7002	0.0167355
1	0.00224556	0.00225772	-16.7047	0.01674
1	0.00224555	0.0022575	-16.7092	0.0167445
1	0.00224553	0.00225727	-16.7137	0.016749
1	0.00224552	0.00225703	-16.7181	0.0167535
1	0.00224551	0.00225679	-16.7226	0.016758
1	0.0022455	0.00225655	-16.7271	0.0167625
1	0.00224549	0.0022563	-16.7316	0.016767
1	0.00224548	0.00225604	-16.7361	0.0167715
1	0.00224546	0.00225579	-16.7406	0.016776
1	0.00224545	0.00225552	-16.7451	0.0167805
1	0.00224544	0.00225526	-16.7496	0.016785
1	0.00224543	0.00225499	-16.7541	0.0167895
1	0.00224541	0.00225471	-16.7585	0.016794
1	0.0022454	0.00225443	-16.763	0.0167985
1	0.00224539	0.00225415	-16.7675	0.016803
1	0.00224537	0.00225386	-16.772	0.0168075
1	0.00224536	0.00225357	-16.7765	0.016812
1	0.00224534	0.00225328	-16.781	0.0168165
1	0.00224533	0.00225298	-16.7855	0.016821
1	0.00224532	0.00225269	-16.79	0.0168255
1	0.0022453	0.00225238	-16.7945	0.01683
1	0.00224529	0.00225208	-16.799	0.0168345
1	0.00224527	0.00225177	-16.8034	0.016839
1	0.00224526	0.00225146	-16.8079	0.0168435
1	0.00224524	0.00225115	-16.8124	0.016848
1	0.00224523	0.00225084	-16.8169	0.0168525
1	0.00224521	0.00225052	-16.8214	0.016857
1	0.0022452	0.0022502	-16.8259	0.0168615
1	0.00224518	0.00224988	-16.8304	0.016866
1	0.00224517	0.00224956	-16.8349	0.0168705
1	0.00224515	0.00224923	-16.8394	0.016875
1	0.00224514	0.00224891	-16.8439	0.0168795
1	0.00224512	0.00224858	-16.8483	0.016884
1	0.00224511	0.00224826	-16.8528	0.0168885
1	0.00224509	0.00224793	-16.8573	0.016893
1	0.00224507	0.0022476	-16.8618	0.0168975
1	0.00224506	0.00224727	-16.8663	0.016902
1	0.00224504	0.00224694	-16.8708	0.0169065
1	0.00224503	0.00224661	-16.8753	0.016911
1	0.00224501	0.00224628	-16.8798	0.0169155
1	0.002245	0.00224595	-16.8843	0.01692
1	0.00224498	0.00224561	-16.8888	0.0169245
1	0.00224496	0.00224528	-16.8932	0.016929
1	0.00224495	0.00224495	-16.8977	0.0169335
1	0.00224493	0.00224462	-16.9022	0.016938
1	0.00224492	0.00224429	-16.9067	0.0169425
1	0.0022449	0.00224396	-16.9112	0.016947
1	0.00224489	0.00224363	-16.9157	0.0169515
1	0.00224487	0.00224331	-16.9202	0.016956
1	0.00224486	0.00224298	-16.9247	0.0169605
1	0.00224484	0.00224266	-16.9292	0.016965
1	0.00224482	0.00224233	-16.9337	0.0169695
1	0.00224481	0.00224201	-16.9381	0.016974
1	0.00224479	0.00224169	-16.9426	0.0169785
1	0.00224478	0.00224137	-16.9471	0.016983
1	0.00224476	0.00224106	-16.9516	0.0169875
1	0.00224475	0.00224074	-16.9561	0.016992
1	0.00224473	0.00224043	-16.9606	0.0169965
1	0.00224472	0.00224012	-16.9651	0.017001
1	0.0022447	0.00223981	-16.9696	0.0170055
1	0.00224469	0.00223951	-16.9741	0.01701
1	0.00224468	0.00223921	-16.9786	0.0170145
1	0.00224466	0.00223891	-16.983	0.017019
1	0.00224465	0.00223861	-16.9875	0.0170235
1	0.00224463	0.00223832	-16.992	0.017028
1	0.00224462	0.00223803	-16.9965	0.0170325
1	0.00224461	0.00223774	-17.001	0.017037
1	0.00224459	0.00223746	-17.0055	0.0170415
1	0.00224458	0.00223718	-17.01	0.017046
1	0.00224457	0.00223691	-17.0145	0.0170505
1	0.00224455	0.00223664	-17.019	0.017055
1	0.00224454	0.00223637	-17.0235	0.0170595
1	0.00224453	0.0022361	-17.0279	0.017064
1	0.00224452	0.00223584	-17.0324	0.0170685
1	0.0022445	0.00223559	-17.0369	0.017073
1	0.00224449	0.00223534	-17.0414	0.0170775
1	0.00224448	0.00223509	-17.0459	0.017082
1	0.00224447	0.00223485	-17.0504	0.0170865
1	0.00224446	0.00223461	-17.0549	0.017091
1	0.00224445	0.00223438	-17.0594	0.0170955
1	0.00224444	0.00223415	-17.0639	0.0171
1	0.00224443	0.00223393	-17.0684	0.0171045
1	0.00224441	0.00223371	-17.0728	0.017109
1	0.0022444	0.0022335	-17.0773	0.0171135
1	0.00224439	0.00223329	-17.0818	0.017118
1	0.00224439	0.00223309	-17.0863	0.0171225
1	0.00224438	0.00223289	-17.0908	0.017127
1	0.00224437	0.0022327	-17.0953	0.0171315
1	0.00224436	0.00223251	-17.0998	0.017136
1	0.00224435	0.00223233	-17.1043	0.0171405
1	0.00224434	0.00223216	-17.1088	0.017145
1	0.00224433	0.00223199	-17.1133	0.0171495
1	0.00224433	0.00223183	-17.1177	0.017154
1	0.00224432	0.00223167	-17.1222	0.0171585
1	0.00224431	0.00223152	-17.1267	0.017163
1	0.0022443	0.00223137	-17.1312	0.0171675
1	0.0022443	0.00223123	-17.1357	0.017172
1	0.00224429	0.0022311	-17.1402	0.0171765
1	0.00224428	0.00223097	-17.1447	0.017181
1	0.00224428	0.00223085	-17.1492	0.0171855
1	0.00224427	0.00223074	-17.1537	0.01719
1	0.00224427	0.00223063	-17.1582	0.0171945
1	0.00224426	0.00223053	-17.1626	0.017199
1	0.00224426	0.00223043	-17.1671	0.0172035
1	0.00224425	0.00223034	-17.1716	0.017208
1	0.00224425	0.00223026	-17.1761	0.0172125
1	0.00224425	0.00223018	-17.1806	0.017217
1	0.00224424	0.00223011	-17.1851	0.0172215
1	0.00224424	0.00223004	-17.1896	0.017226
1	0.00224424	0.00222999	-17.1941	0.0172305
1	0.00224424	0.00222993	-17.1986	0.017235
1	0.00224423	0.00222989	-17.203	0.0172395
1	0.00224423	0.00222985	-17.2075	0.017244
1	0.00224423	0.00222982	-17.212	0.0172485
1	0.00224423	0.00222979	-17.2165	0.017253
1	0.00224423	0.00222978	-17.221	0.0172575
1	0.00224423	0.00222976	-17.2255	0.017262
1	0.00224423	0.00222976	-17.23	0.0172665
1	0.00224423	0.00222976	-17.2345	0.017271
1	0.00224423	0.00222977	-17.239	0.0172755
1	0.00224423	0.00222978	-17.2435	0.01728
1	0.00224423	0.0022298	-17.2479	0.0172845
1	0.00224423	0.00222983	-17.2524	0.017289
1	0.00224423	0.00222986	-17.2569	0.0172935
1	0.00224423	0.0022299	-17.2614	0.017298
1	0.00224424	0.00222995	-17.2659	0.0173025
1	0.00224424	0.00223	-17.2704	0.017307
1	0.00224424	0.00223006	-17.2749	0.0173115
1	0.00224424	0.00223012	-17.2794	0.017316
1	0.00224425	0.00223019	-17.2839	0.0173205
1	0.00224425	0.00223027	-17.2884	0.017325
1	0.00224426	0.00223036	-17.2928	0.0173295
1	0.00224426	0.00223045	-17.2973	0.017334
1	0.00224426	0.00223054	-17.3018	0.0173385
1	0.00224427	0.00223064	-17.3063	0.017343
1	0.00224427	0.00223075	-17.3108	0.0173475
1	0.00224428	0.00223087	-17.3153	0.017352
1	0.00224429	0.00223099	-17.3198	0.0173565
1	0.00224429	0.00223111	-17.3243	0.017361
1	0.0022443	0.00223124	-17.3288	0.0173655
1	0.0022443	0.00223138	-17.3333	0.01737
1	0.00224431	0.00223152	-17.3377	0.0173745
1	0.00224432	0.00223167	-17.3422	0.017379
1	0.00224433	0.00223182	-17.3467	0.0173835
1	0.00224433	0.00223198	-17.3512	0.017388
1	0.00224434	0.00223215	-17.3557	0.0173925
1	0.00224435	0.00223232	-17.3602	0.017397
1	0.00224436	0.00223249	-17.3647	0.0174015
1	0.00224437	0.00223267	-17.3692	0.017406
1	0.00224437	0.00223286	-17.3737	0.0174105
1	0.00224438	0.00223305	-17.3782	0.017415
1	0.00224439	0.00223324	-17.3826	0.0174195
1	0.0022444	0.00223344	-17.3871	0.017424
1	0.00224441	0.00223365	-17.3916	0.0174285
1	0.00224442	0.00223386	-17.3961	0.017433
1	0.00224443	0.00223407	-17.4006	0.0174375
1	0.00224444	0.00223429	-17.4051	0.017442
1	0.00224445	0.00223451	-17.4096	0.0174465
1	0.00224446	0.00223473	-17.4141	0.017451
1	0.00224447	0.00223497	-17.4186	0.0174555
1	0.00224449	0.0022352	-17.4231	0.01746
1	0.0022445	0.00223544	-17.4275	0.0174645
1	0.00224451	0.00223568	-17.432	0.017469
1	0.00224452	0.00223592	-17.4365	0.0174735
1	0.00224453	0.00223617	-17.441	0.017478
1	0.00224454	0.00223643	-17.4455	0.0174825
1	0.00224456	0.00223668	-17.45	0.017487
1	0.00224457	0.00223694	-17.4545	0.0174915
1	0.00224458	0.0022372	-17.459	0.017496
1	0.00224459	0.00223747	-17.4635	0.0175005
1	0.00224461	0.00223774	-17.468	0.017505
1	0.00224462	0.00223801	-17.4724	0.0175095
1	0.00224463	0.00223828	-17.4769	0.017514
1	0.00224465	0.00223855	-17.4814	0.0175185
1	0.00224466	0.00223883	-17.4859	0.017523
1	0.00224467	0.00223911	-17.4904	0.0175275
1	0.00224468	0.0022394	-17.4949	0.017532
1	0.0022447	0.00223968	-17.4994	0.0175365
1	0.00224471	0.00223997	-17.5039	0.017541
1	0.00224473	0.00224025	-17.5084	0.0175455
1	0.00224474	0.00224054	-17.5129	0.01755
1	0.00224475	0.00224083	-17.5173	0.0175545
1	0.00224477	0.00224113	-17.5218	0.017559
1	0.00224478	0.00224142	-17.5263	0.0175635
1	0.0022448	0.00224172	-17.5308	0.017568
1	0.00224481	0.00224201	-17.5353	0.0175725
1	0.00224482	0.00224231	-17.5398	0.017577
1	0.00224484	0.00224261	-17.5443	0.0175815
1	0.00224485	0.0022429	-17.5488	0.017586
1	0.00224487	0.0022432	-17.5533	0.0175905
1	0.00224488	0.0022435	-17.5578	0.017595
1	0.00224489	0.0022438	-17.5622	0.0175995
1	0.00224491	0.0022441	-17.5667	0.017604
1	0.00224492	0.0022444	-17.5712	0.0176085
1	0.00224494	0.0022447	-17.5757	0.017613
1	0.00224495	0.002245	-17.5802	0.0176175
1	0.00224497	0.0022453	-17.5847	0.017622
1	0.00224498	0.00224559	-17.5892	0.0176265
1	0.00224499	0.00224589	-17.5937	0.017631
1	0.00224501	0.00224619	-17.5982	0.0176355
1	0.00224502	0.00224648	-17.6027	0.01764
1	0.00224504	0.00224678	-17.6071	0.0176445
1	0.00224505	0.00224707	-17.6116	0.017649
1	0.00224506	0.00224736	-17.6161	0.0176535
1	0.00224508	0.00224765	-17.6206	0.017658
1	0.00224509	0.00224794	-17.6251	0.0176625
1	0.0022451	0.00224823	-17.6296	0.017667
1	0.00224512	0.00224851	-17.6341	0.0176715
1	0.00224513	0.0022488	-17.6386	0.017676
1	0.00224515	0.00224908	-17.6431	0.0176805
1	0.00224516	0.00224936	-17.6475	0.017685
1	0.00224517	0.00224963	-17.652	0.0176895
1	0.00224518	0.00224991	-17.6565	0.017694
1	0.0022452	0.00225018	-17.661	0.0176985
1	0.00224521	0.00225045	-17.6655	0.017703
1	0.00224522	0.00225072	-17.67	0.0177075
1	0.00224524	0.00225098	-17.6745	0.017712
1	0.00224525	0.00225124	-17.679	0.0177165
1	0.00224526	0.0022515	-17.6835	0.017721
1	0.00224527	0.00225176	-17.688	0.0177255
1	0.00224528	0.00225201	-17.6924	0.01773
1	0.0022453	0.00225225	-17.6969	0.0177345
1	0.00224531	0.0022525	-17.7014	0.017739
1	0.00224532	0.00225274	-17.7059	0.0177435
1	0.00224533	0.00225298	-17.7104	0.017748
1	0.00224534	0.00225321	-17.7149	0.0177525
1	0.00224535	0.00225344	-17.7194	0.017757
1	0.00224536	0.00225367	-17.7239	0.0177615
1	0.00224537	0.00225389	-17.7284	0.017766
1	0.00224538	0.00225411	-17.7329	0.0177705
1	0.00224539	0.00225432	-17.7373	0.017775
1	0.0022454	0.00225453	-17.7418	0.0177795
1	0.00224541	0.00225474	-17.7463	0.017784
1	0.00224542	0.00225494	-17.7508	0.0177885
1	0.00224543	0.00225513	-17.7553	0.017793
1	0.00224544	0.00225532	-17.7598	0.0177975
1	0.00224545	0.00225551	-17.7643	0.017802
1	0.00224546	0.00225569	-17.7688	0.0178065
1	0.00224547	0.00225587	-17.7733	0.017811
1	0.00224548	0.00225604	-17.7778	0.0178155
1	0.00224548	0.00225621	-17.7822	0.01782
1	0.00224549	0.00225637	-17.7867	0.0178245
1	0.0022455	0.00225653	-17.7912	0.017829
1	0.00224551	0.00225668	-17.7957	0.0178335
1	0.00224551	0.00225683	-17.8002	0.017838
1	0.00224552	0.00225697	-17.8047	0.0178425
1	0.00224553	0.0022571	-17.8092	0.017847
1	0.00224553	0.00225723	-17.8137	0.0178515
1	0.00224554	0.00225736	-17.8182	0.017856
1	0.00224554	0.00225748	-17.8227	0.0178605
1	0.00224555	0.00225759	-17.8271	0.017865
1	0.00224555	0.0022577	-17.8316	0.0178695
1	0.00224556	0.0022578	-17.8361	0.017874
1	0.00224556	0.0022579	-17.8406	0.0178785
1	0.00224557	0.00225799	-17.8451	0.017883
1	0.00224557	0.00225808	-17.8496	0.0178875
1	0.00224558	0.00225816	-17.8541	0.017892
1	0.00224558	0.00225823	-17.8586	0.0178965
1	0.00224558	0.0022583	-17.8631	0.017901
1	0.00224559	0.00225837	-17.8676	0.0179055
1	0.00224559	0.00225842	-17.872	0.01791
1	0.00224559	0.00225847	-17.8765	0.0179145
1	0.00224559	0.00225852	-17.881	0.017919
1	0.0022456	0.00225856	-17.8855	0.0179235
1	0.0022456	0.00225859	-17.89	0.017928
1	0.0022456	0.00225862	-17.8945	0.0179325
1	0.0022456	0.00225864	-17.899	0.017937
1	0.0022456	0.00225866	-17.9035	0.0179415
1	0.0022456	0.00225867	-17.908	0.017946
1	0.0022456	0.00225867	-17.9125	0.0179505
1	0.0022456	0.00225867	-17.9169	0.017955
1	0.0022456	0.00225866	-17.9214	0.0179595
1	0.0022456	0.00225865	-17.9259	0.017964
1	0.0022456	0.00225863	-17.9304	0.0179685
1	0.0022456	0.0022586	-17.9349	0.017973
1	0.0022456	0.00225857	-17.9394	0.0179775
1	0.00224559	0.00225854	-17.9439	0.017982
1	0.00224559	0.00225849	-17.9484	0.0179865
1	0.00224559	0.00225844	-17.9529	0.017991
1	0.00224559	0.00225839	-17.9574	0.0179955
1	0.00224558	0.00225833	-17.9618	0.018
1	0.00224558	0.00225827	-17.9663	0.0180045
1	0.00224558	0.00225819	-17.9708	0.018009
1	0.00224557	0.00225812	-17.9753	0.0180135
1	0.00224557	0.00225804	-17.9798	0.018018
1	0.00224557	0.00225795	-17.9843	0.0180225
1	0.00224556	0.00225785	-17.9888	0.018027
1	0.00224556	0.00225776	-17.9933	0.0180315
1	0.00224555	0.00225765	-17.9978	0.018036
1	0.00224555	0.00225754	-18.0023	0.0180405
1	0.00224554	0.00225743	-18.0067	0.018045
1	0.00224554	0.00225731	-18.0112	0.0180495
1	0.00224553	0.00225718	-18.0157	0.018054
1	0.00224552	0.00225705	-18.0202	0.0180585
1	0.00224552	0.00225692	-18.0247	0.018063
1	0.00224551	0.00225678	-18.0292	0.0180675
1	0.0022455	0.00225664	-18.0337	0.018072
1	0.0022455	0.00225649	-18.0382	0.0180765
1	0.00224549	0.00225633	-18.0427	0.018081
1	0.00224548	0.00225617	-18.0472	0.0180855
1	0.00224547	0.00225601	-18.0516	0.01809
1	0.00224547	0.00225584	-18.0561	0.0180945
1	0.00224546	0.00225567	-18.0606	0.018099
1	0.00224545	0.00225549	-18.0651	0.0181035
1	0.00224544	0.00225531	-18.0696	0.018108
1	0.00224543	0.00225513	-18.0741	0.0181125
1	0.00224542	0.00225494	-18.0786	0.018117
1	0.00224541	0.00225474	-18.0831	0.0181215
1	0.0022454	0.00225455	-18.0876	0.018126
1	0.0022454	0.00225435	-18.092	0.0181305
1	0.00224539	0.00225414	-18.0965	0.018135
1	0.00224538	0.00225393	-18.101	0.0181395
1	0.00224537	0.00225372	-18.1055	0.018144
1	0.00224536	0.0022535	-18.11	0.0181485
1	0.00224534	0.00225329	-18.1145	0.018153
1	0.00224533	0.00225306	-18.119	0.0181575
1	0.00224532	0.00225284	-18.1235	0.018162
1	0.00224531	0.00225261	-18.128	0.0181665
1	0.0022453	0.00225238	-18.1325	0.018171
1	0.00224529	0.00225214	-18.1369	0.0181755
1	0.00224528	0.00225191	-18.1414	0.01818
1	0.00224527	0.00225167	-18.1459	0.0181845
1	0.00224526	0.00225142	-18.1504	0.018189
1	0.00224524	0.00225118	-18.1549	0.0181935
1	0.00224523	0.00225093	-18.1594	0.018198
1	0.00224522	0.00225068	-18.1639	0.0182025
1	0.00224521	0.00225043	-18.1684	0.018207
1	0.0022452	0.00225018	-18.1729	0.0182115
1	0.00224519	0.00224992	-18.1774	0.018216
1	0.00224517	0.00224966	-18.1818	0.0182205
1	0.00224516	0.00224941	-18.1863	0.018225
1	0.00224515	0.00224915	-18.1908	0.0182295
1	0.00224514	0.00224888	-18.1953	0.018234
1	0.00224512	0.00224862	-18.1998	0.0182385
1	0.00224511	0.00224836	-18.2043	0.018243
1	0.0022451	0.00224809	-18.2088	0.0182475
1	0.00224509	0.00224782	-18.2133	0.018252
1	0.00224507	0.00224756	-18.2178	0.0182565
1	0.00224506	0.00224729	-18.2223	0.018261
1	0.00224505	0.00224702	-18.2267	0.0182655
1	0.00224503	0.00224675	-18.2312	0.01827
1	0.00224502	0.00224648	-18.2357	0.0182745
1	0.00224501	0.00224621	-18.2402	0.018279
1	0.002245	0.00224594	-18.2447	0.0182835
1	0.00224498	0.00224567	-18.2492	0.018288
1	0.00224497	0.0022454	-18.2537	0.0182925
1	0.00224496	0.00224513	-18.2582	0.018297
1	0.00224494	0.00224486	-18.2627	0.0183015
1	0.00224493	0.00224459	-18.2672	0.018306
1	0.00224492	0.00224432	-18.2716	0.0183105
1	0.00224491	0.00224405	-18.2761	0.018315
1	0.00224489	0.00224379	-18.2806	0.0183195
1	0.00224488	0.00224352	-18.2851	0.018324
1	0.00224487	0.00224325	-18.2896	0.0183285
1	0.00224486	0.00224299	-18.2941	0.018333
1	0.00224484	0.00224273	-18.2986	0.0183375
1	0.00224483	0.00224246	-18.3031	0.018342
1	0.00224482	0.0022422	-18.3076	0.0183465
1	0.00224481	0.00224194	-18.3121	0.018351
1	0.00224479	0.00224169	-18.3165	0.0183555
1	0.00224478	0.00224143	-18.321	0.01836
1	0.00224477	0.00224118	-18.3255	0.0183645
1	0.00224476	0.00224092	-18.33	0.018369
1	0.00224475	0.00224067	-18.3345	0.0183735
1	0.00224473	0.00224043	-18.339	0.018378
1	0.00224472	0.00224018	-18.3435	0.0183825
1	0.00224471	0.00223994	-18.348	0.018387
1	0.0022447	0.0022397	-18.3525	0.0183915
1	0.00224469	0.00223946	-18.357	0.018396
1	0.00224468	0.00223922	-18.3614	0.0184005
1	0.00224467	0.00223899	-18.3659	0.018405
1	0.00224465	0.00223876	-18.3704	0.0184095
1	0.00224464	0.00223853	-18.3749	0.018414
1	0.00224463	0.00223831	-18.3794	0.0184185
1	0.00224462	0.00223809	-18.3839	0.018423
1	0.00224461	0.00223787	-18.3884	0.0184275
1	0.0022446	0.00223766	-18.3929	0.018432
1	0.00224459	0.00223745	-18.3974	0.0184365
1	0.00224458	0.00223724	-18.4019	0.018441
1	0.00224457	0.00223704	-18.4063	0.0184455
1	0.00224456	0.00223684	-18.4108	0.01845
1	0.00224455	0.00223664	-18.4153	0.0184545
1	0.00224454	0.00223645	-18.4198	0.018459
1	0.00224454	0.00223626	-18.4243	0.0184635
1	0.00224453	0.00223608	-18.4288	0.018468
1	0.00224452	0.0022359	-18.4333	0.0184725
1	0.00224451	0.00223572	-18.4378	0.018477
1	0.0022445	0.00223555	-18.4423	0.0184815
1	0.00224449	0.00223538	-18.4468	0.018486
1	0.00224449	0.00223522	-18.4512	0.0184905
1	0.00224448	0.00223506	-18.4557	0.018495
1	0.00224447	0.0022349	-18.4602	0.0184995
1	0.00224446	0.00223475	-18.4647	0.018504
1	0.00224446	0.00223461	-18.4692	0.0185085
1	0.00224445	0.00223447	-18.4737	0.018513
1	0.00224444	0.00223433	-18.4782	0.0185175
1	0.00224444	0.0022342	-18.4827	0.018522
1	0.00224443	0.00223407	-18.4872	0.0185265
1	0.00224443	0.00223395	-18.4917	0.018531
1	0.00224442	0.00223383	-18.4961	0.0185355
1	0.00224442	0.00223372	-18.5006	0.01854
1	0.00224441	0.00223361	-18.5051	0.0185445
1	0.00224441	0.00223351	-18.5096	0.018549
1	0.0022444	0.00223341	-18.5141	0.0185535
1	0.0022444	0.00223332	-18.5186	0.018558
1	0.00224439	0.00223323	-18.5231	0.0185625
1	0.00224439	0.00223315	-18.5276	0.018567
1	0.00224438	0.00223307	-18.5321	0.0185715
1	0.00224438	0.002233	-18.5365	0.018576
1	0.00224438	0.00223294	-18.541	0.0185805
1	0.00224438	0.00223288	-18.5455	0.018585
1	0.00224437	0.00223282	-18.55	0.0185895
1	0.00224437	0.00223277	-18.5545	0.018594
1	0.00224437	0.00223272	-18.559	0.0185985
1	0.00224437	0.00223268	-18.5635	0.018603
1	0.00224436	0.00223265	-18.568	0.0186075
1	0.00224436	0.00223262	-18.5725	0.018612
1	0.00224436	0.0022326	-18.577	0.0186165
1	0.00224436	0.00223258	-18.5814	0.018621
1	0.00224436	0.00223256	-18.5859	0.0186255
1	0.00224436	0.00223256	-18.5904	0.01863
1	0.00224436	0.00223255	-18.5949	0.0186345
1	0.00224436	0.00223256	-18.5994	0.018639
1	0.00224436	0.00223256	-18.6039	0.0186435
1	0.00224436	0.00223258	-18.6084	0.018648
1	0.00224436	0.00223259	-18.6129	0.0186525
1	0.00224436	0.00223262	-18.6174	0.018657
1	0.00224436	0.00223265	-18.6219	0.0186615
1	0.00224437	0.00223268	-18.6263	0.018666
1	0.00224437	0.00223272	-18.6308	0.0186705
1	0.00224437	0.00223277	-18.6353	0.018675
1	0.00224437	0.00223282	-18.6398	0.0186795
1	0.00224437	0.00223287	-18.6443	0.018684
1	0.00224438	0.00223293	-18.6488	0.0186885
1	0.00224438	0.002233	-18.6533	0.018693
1	0.00224438	0.00223307	-18.6578	0.0186975
1	0.00224439	0.00223314	-18.6623	0.018702
1	0.00224439	0.00223322	-18.6668	0.0187065
1	0.0022444	0.00223331	-18.6712	0.018711
1	0.0022444	0.00223339	-18.6757	0.0187155
1	0.0022444	0.00223349	-18.6802	0.01872
1	0.00224441	0.00223359	-18.6847	0.0187245
1	0.00224441	0.00223369	-18.6892	0.018729
1	0.00224442	0.0022338	-18.6937	0.0187335
1	0.00224442	0.00223392	-18.6982	0.018738
1	0.00224443	0.00223403	-18.7027	0.0187425
1	0.00224444	0.00223416	-18.7072	0.018747
1	0.00224444	0.00223428	-18.7117	0.0187515
1	0.00224445	0.00223441	-18.7161	0.018756
1	0.00224445	0.00223455	-18.7206	0.0187605
1	0.00224446	0.00223469	-18.7251	0.018765
1	0.00224447	0.00223483	-18.7296	0.0187695
1	0.00224448	0.00223498	-18.7341	0.018774
1	0.00224448	0.00223513	-18.7386	0.0187785
1	0.00224449	0.00223529	-18.7431	0.018783
1	0.0022445	0.00223545	-18.7476	0.0187875
1	0.00224451	0.00223562	-18.7521	0.018792
1	0.00224451	0.00223578	-18.7566	0.0187965
1	0.00224452	0.00223596	-18.761	0.018801
1	0.00224453	0.00223613	-18.7655	0.0188055
1	0.00224454	0.00223631	-18.77	0.01881
1	0.00224455	0.00223649	-18.7745	0.0188145
1	0.00224456	0.00223668	-18.779	0.018819
1	0.00224456	0.00223687	-18.7835	0.0188235
1	0.00224457	0.00223706	-18.788	0.018828
1	0.00224458	0.00223725	-18.7925	0.0188325
1	0.00224459	0.00223745	-18.797	0.018837
1	0.0022446	0.00223765	-18.8015	0.0188415
1	0.00224461	0.00223786	-18.8059	0.018846
1	0.00224462	0.00223806	-18.8104	0.0188505
1	0.00224463	0.00223827	-18.8149	0.018855
1	0.00224464	0.00223849	-18.8194	0.0188595
1	0.00224465	0.0022387	-18.8239	0.018864
1	0.00224466	0.00223892	-18.8284	0.0188685
1	0.00224467	0.00223914	-18.8329	0.018873
1	0.00224468	0.00223936	-18.8374	0.0188775
1	0.00224469	0.00223958	-18.8419	0.018882
1	0.0022447	0.00223981	-18.8464	0.0188865
1	0.00224472	0.00224004	-18.8508	0.018891
1	0.00224473	0.00224026	-18.8553	0.0188955
1	0.00224474	0.0022405	-18.8598	0.0189
1	0.00224475	0.00224073	-18.8643	0.0189045
1	0.00224476	0.00224096	-18.8688	0.018909
1	0.00224477	0.0022412	-18.8733	0.0189135
1	0.00224478	0.00224143	-18.8778	0.018918
1	0.00224479	0.00224167	-18.8823	0.0189225
1	0.0022448	0.00224191	-18.8868	0.018927
1	0.00224482	0.00224215	-18.8913	0.0189315
1	0.00224483	0.00224239	-18.8957	0.018936
1	0.00224484	0.00224263	-18.9002	0.0189405
1	0.00224485	0.00224288	-18.9047	0.018945
1	0.00224486	0.00224312	-18.9092	0.0189495
1	0.00224487	0.00224336	-18.9137	0.018954
1	0.00224489	0.00224361	-18.9182	0.0189585
1	0.0022449	0.00224385	-18.9227	0.018963
1	0.00224491	0.00224409	-18.9272	0.0189675
1	0.00224492	0.00224434	-18.9317	0.018972
1	0.00224493	0.00224458	-18.9362	0.0189765
1	0.00224494	0.00224483	-18.9406	0.018981
1	0.00224495	0.00224507	-18.9451	0.0189855
1	0.00224497	0.00224531	-18.9496	0.01899
1	0.00224498	0.00224556	-18.9541	0.0189945
1	0.00224499	0.0022458	-18.9586	0.018999
1	0.002245	0.00224604	-18.9631	0.0190035
1	0.00224501	0.00224628	-18.9676	0.019008
1	0.00224502	0.00224652	-18.9721	0.0190125
1	0.00224503	0.00224676	-18.9766	0.019017
1	0.00224505	0.002247	-18.981	0.0190215
1	0.00224506	0.00224723	-18.9855	0.019026
1	0.00224507	0.00224747	-18.99	0.0190305
1	0.00224508	0.0022477	-18.9945	0.019035
1	0.00224509	0.00224794	-18.999	0.0190395
1	0.0022451	0.00224817	-19.0035	0.019044
1	0.00224511	0.0022484	-19.008	0.0190485
1	0.00224512	0.00224862	-19.0125	0.019053
1	0.00224513	0.00224885	-19.017	0.0190575
1	0.00224514	0.00224907	-19.0215	0.019062
1	0.00224516	0.00224929	-19.0259	0.0190665
1	0.00224517	0.00224951	-19.0304	0.019071
1	0.00224518	0.00224973	-19.0349	0.0190755
1	0.00224519	0.00224994	-19.0394	0.01908
1	0.0022452	0.00225016	-19.0439	0.0190845
1	0.00224521	0.00225037	-19.0484	0.019089
1	0.00224522	0.00225057	-19.0529	0.0190935
1	0.00224523	0.00225078	-19.0574	0.019098
1	0.00224524	0.00225098	-19.0619	0.0191025
1	0.00224524	0.00225118	-19.0664	0.019107
1	0.00224525	0.00225137	-19.0708	0.0191115
1	0.00224526	0.00225157	-19.0753	0.019116
1	0.00224527	0.00225176	-19.0798	0.0191205
1	0.00224528	0.00225194	-19.0843	0.019125
1	0.00224529	0.00225213	-19.0888	0.0191295
1	0.0022453	0.00225231	-19.0933	0.019134
1	0.00224531	0.00225248	-19.0978	0.0191385
1	0.00224532	0.00225266	-19.1023	0.019143
1	0.00224532	0.00225283	-19.1068	0.0191475
1	0.00224533	0.00225299	-19.1113	0.019152
