Time	Iv
0.021257	2.12224
0.021258	2.12171
0.021259	2.12118
0.02126	2.12065
0.021261	2.12012
0.021262	2.11959
0.021263	2.11906
0.021264	2.11853
0.021265	2.118
0.021267	2.11846
0.021268	2.11891
0.021269	2.11936
0.02127	2.11981
0.021271	2.12026
0.021272	2.12071
0.021273	2.12116
0.021274	2.12161
0.021275	2.12205
0.021276	2.12249
0.021277	2.12294
0.021278	2.12338
0.021279	2.12382
0.02128	2.12426
0.021281	2.12469
0.021282	2.12513
0.021283	2.12557
0.021284	2.126
0.021285	2.12643
0.021286	2.12686
0.021287	2.12729
0.021288	2.12772
0.021289	2.12815
0.02129	2.12858
0.021291	2.129
0.021292	2.12943
0.021293	2.12985
0.021294	2.13027
0.021295	2.13069
0.021296	2.13111
0.021297	2.13153
0.021298	2.13194
0.021299	2.13236
0.0213	2.13277
0.021301	2.13318
0.021302	2.1336
0.021303	2.13401
0.021304	2.13442
0.021305	2.13482
0.021306	2.13523
0.021307	2.13564
0.021308	2.13604
0.021309	2.13644
0.02131	2.13684
0.021311	2.13724
0.021312	2.13764
0.021313	2.13804
0.021314	2.13844
0.021315	2.13883
0.021316	2.13923
0.021317	2.13962
0.021319	2.13909
0.02132	2.13855
0.021321	2.13802
0.021322	2.13748
0.021323	2.13695
0.021324	2.13641
0.021325	2.13588
0.021326	2.13535
0.021327	2.13481
0.021328	2.13428
0.021329	2.13375
0.02133	2.13321
0.021331	2.13268
0.021332	2.13215
0.021333	2.13161
0.021334	2.13108
0.021335	2.13055
0.021336	2.13002
0.021337	2.12948
0.021338	2.12895
0.021339	2.12842
0.02134	2.12789
0.021341	2.12736
0.021342	2.12682
0.021343	2.12629
0.021344	2.12576
0.021345	2.12523
0.021346	2.1247
0.021347	2.12417
0.021348	2.12364
0.021349	2.12311
0.02135	2.12257
0.021351	2.12204
0.021352	2.12151
0.021353	2.12098
0.021354	2.12045
0.021355	2.11992
0.021356	2.11939
0.021357	2.11886
0.021358	2.11833
0.021359	2.1178
0.02136	2.11728
0.021361	2.11675
0.021362	2.11622
0.021363	2.11569
0.021364	2.11516
0.021365	2.11463
0.021366	2.1141
0.021367	2.11357
0.021368	2.11305
0.021369	2.11252
0.021371	2.11297
0.021372	2.11342
0.021373	2.11386
0.021374	2.11431
0.021375	2.11475
0.021376	2.1152
0.021377	2.11564
0.021378	2.11608
0.021379	2.11652
0.02138	2.11696
0.021381	2.11739
0.021382	2.11783
0.021383	2.11826
0.021384	2.1187
0.021385	2.11913
0.021386	2.11956
0.021387	2.11999
0.021388	2.12042
0.021389	2.12085
0.02139	2.12127
0.021391	2.1217
0.021392	2.12212
0.021393	2.12254
0.021394	2.12296
0.021395	2.12338
0.021396	2.1238
0.021397	2.12422
0.021398	2.12464
0.021399	2.12505
0.0214	2.12547
0.021401	2.12588
0.021402	2.12629
0.021403	2.1267
0.021404	2.12711
0.021405	2.12752
0.021406	2.12792
0.021407	2.12833
0.021408	2.12873
0.021409	2.12913
0.02141	2.12954
0.021411	2.12994
0.021412	2.13034
0.021413	2.13073
0.021414	2.13113
0.021415	2.13153
0.021416	2.13192
0.021417	2.13231
0.021418	2.1327
0.021419	2.13309
0.02142	2.13348
0.021421	2.13387
0.021423	2.13334
0.021424	2.13281
0.021425	2.13227
0.021426	2.13174
0.021427	2.13121
0.021428	2.13067
0.021429	2.13014
0.02143	2.12961
0.021431	2.12908
0.021432	2.12854
0.021433	2.12801
0.021434	2.12748
0.021435	2.12695
0.021436	2.12642
0.021437	2.12589
0.021438	2.12535
0.021439	2.12482
0.02144	2.12429
0.021441	2.12376
0.021442	2.12323
0.021443	2.1227
0.021444	2.12217
0.021445	2.12164
0.021446	2.12111
0.021447	2.12058
0.021448	2.12005
0.021449	2.11952
0.02145	2.11899
0.021451	2.11846
0.021452	2.11793
0.021453	2.1174
0.021454	2.11687
0.021455	2.11634
0.021456	2.11581
0.021457	2.11528
0.021458	2.11476
0.021459	2.11423
0.02146	2.1137
0.021461	2.11317
0.021462	2.11264
0.021463	2.11211
0.021464	2.11159
0.021465	2.11106
0.021466	2.11053
0.021467	2.11
0.021468	2.10948
0.021469	2.10895
0.02147	2.10842
0.021471	2.10789
0.021472	2.10737
0.021473	2.10684
0.021475	2.10729
0.021476	2.10773
0.021477	2.10817
0.021478	2.10861
0.021479	2.10905
0.02148	2.10949
0.021481	2.10993
0.021482	2.11036
0.021483	2.1108
0.021484	2.11123
0.021485	2.11166
0.021486	2.11209
0.021487	2.11252
0.021488	2.11295
0.021489	2.11338
0.02149	2.1138
0.021491	2.11423
0.021492	2.11465
0.021493	2.11508
0.021494	2.1155
0.021495	2.11592
0.021496	2.11634
0.021497	2.11675
0.021498	2.11717
0.021499	2.11758
0.0215	2.118
0.021501	2.11841
0.021502	2.11882
0.021503	2.11923
0.021504	2.11964
0.021505	2.12005
0.021506	2.12046
0.021507	2.12086
0.021508	2.12127
0.021509	2.12167
0.02151	2.12207
0.021511	2.12247
0.021512	2.12287
0.021513	2.12327
0.021514	2.12366
0.021515	2.12406
0.021516	2.12445
0.021517	2.12485
0.021518	2.12524
0.021519	2.12563
0.02152	2.12602
0.021521	2.12641
0.021522	2.12679
0.021523	2.12718
0.021524	2.12757
0.021525	2.12795
0.021527	2.12742
0.021528	2.12689
0.021529	2.12635
0.02153	2.12582
0.021531	2.12529
0.021532	2.12476
0.021533	2.12423
0.021534	2.1237
0.021535	2.12317
0.021536	2.12264
0.021537	2.12211
0.021538	2.12158
0.021539	2.12104
0.02154	2.12051
0.021541	2.11998
0.021542	2.11945
0.021543	2.11893
0.021544	2.1184
0.021545	2.11787
0.021546	2.11734
0.021547	2.11681
0.021548	2.11628
0.021549	2.11575
0.02155	2.11522
0.021551	2.11469
0.021552	2.11416
0.021553	2.11364
0.021554	2.11311
0.021555	2.11258
0.021556	2.11205
0.021557	2.11152
0.021558	2.111
0.021559	2.11047
0.02156	2.10994
0.021561	2.10941
0.021562	2.10889
0.021563	2.10836
0.021564	2.10783
0.021565	2.1073
0.021566	2.10678
0.021567	2.10625
0.021568	2.10572
0.021569	2.1052
0.02157	2.10467
0.021571	2.10415
0.021572	2.10362
0.021573	2.10309
0.021574	2.10257
0.021575	2.10204
0.021576	2.10152
0.021577	2.10099
0.021579	2.10143
0.02158	2.10187
0.021581	2.10231
0.021582	2.10274
0.021583	2.10318
0.021584	2.10361
0.021585	2.10405
0.021586	2.10448
0.021587	2.10491
0.021588	2.10534
0.021589	2.10576
0.02159	2.10619
0.021591	2.10661
0.021592	2.10704
0.021593	2.10746
0.021594	2.10788
0.021595	2.1083
0.021596	2.10872
0.021597	2.10914
0.021598	2.10956
0.021599	2.10997
0.0216	2.11039
0.021601	2.1108
0.021602	2.11121
0.021603	2.11162
0.021604	2.11203
0.021605	2.11244
0.021606	2.11285
0.021607	2.11325
0.021608	2.11366
0.021609	2.11406
0.02161	2.11446
0.021611	2.11486
0.021612	2.11526
0.021613	2.11566
0.021614	2.11606
0.021615	2.11645
0.021616	2.11685
0.021617	2.11724
0.021618	2.11764
0.021619	2.11803
0.02162	2.11842
0.021621	2.11881
0.021622	2.11919
0.021623	2.11958
0.021624	2.11996
0.021625	2.12035
0.021626	2.12073
0.021627	2.12111
0.021628	2.12149
0.021629	2.12187
0.021631	2.12134
0.021632	2.12081
0.021633	2.12028
0.021634	2.11975
0.021635	2.11922
0.021636	2.11869
0.021637	2.11816
0.021638	2.11763
0.021639	2.1171
0.02164	2.11657
0.021641	2.11604
0.021642	2.11552
0.021643	2.11499
0.021644	2.11446
0.021645	2.11393
0.021646	2.1134
0.021647	2.11287
0.021648	2.11235
0.021649	2.11182
0.02165	2.11129
0.021651	2.11076
0.021652	2.11023
0.021653	2.10971
0.021654	2.10918
0.021655	2.10865
0.021656	2.10813
0.021657	2.1076
0.021658	2.10707
0.021659	2.10655
0.02166	2.10602
0.021661	2.10549
0.021662	2.10497
0.021663	2.10444
0.021664	2.10391
0.021665	2.10339
0.021666	2.10286
0.021667	2.10234
0.021668	2.10181
0.021669	2.10129
0.02167	2.10076
0.021671	2.10024
0.021672	2.09971
0.021673	2.09919
0.021674	2.09866
0.021675	2.09814
0.021676	2.09761
0.021677	2.09709
0.021678	2.09656
0.021679	2.09604
0.02168	2.09552
0.021681	2.09499
0.021683	2.09543
0.021684	2.09586
0.021685	2.09629
0.021686	2.09673
0.021687	2.09716
0.021688	2.09759
0.021689	2.09801
0.02169	2.09844
0.021691	2.09887
0.021692	2.09929
0.021693	2.09972
0.021694	2.10014
0.021695	2.10056
0.021696	2.10098
0.021697	2.1014
0.021698	2.10181
0.021699	2.10223
0.0217	2.10265
0.021701	2.10306
0.021702	2.10347
0.021703	2.10388
0.021704	2.10429
0.021705	2.1047
0.021706	2.10511
0.021707	2.10552
0.021708	2.10592
0.021709	2.10632
0.02171	2.10673
0.021711	2.10713
0.021712	2.10753
0.021713	2.10793
0.021714	2.10833
0.021715	2.10872
0.021716	2.10912
0.021717	2.10951
0.021718	2.10991
0.021719	2.1103
0.02172	2.11069
0.021721	2.11108
0.021722	2.11147
0.021723	2.11185
0.021724	2.11224
0.021725	2.11263
0.021726	2.11301
0.021727	2.11339
0.021728	2.11377
0.021729	2.11415
0.02173	2.11453
0.021731	2.11491
0.021732	2.11528
0.021733	2.11566
0.021735	2.11513
0.021736	2.1146
0.021737	2.11407
0.021738	2.11355
0.021739	2.11302
0.02174	2.11249
0.021741	2.11196
0.021742	2.11143
0.021743	2.11091
0.021744	2.11038
0.021745	2.10985
0.021746	2.10932
0.021747	2.1088
0.021748	2.10827
0.021749	2.10774
0.02175	2.10721
0.021751	2.10669
0.021752	2.10616
0.021753	2.10564
0.021754	2.10511
0.021755	2.10458
0.021756	2.10406
0.021757	2.10353
0.021758	2.103
0.021759	2.10248
0.02176	2.10195
0.021761	2.10143
0.021762	2.1009
0.021763	2.10038
0.021764	2.09985
0.021765	2.09933
0.021766	2.0988
0.021767	2.09828
0.021768	2.09775
0.021769	2.09723
0.02177	2.09671
0.021771	2.09618
0.021772	2.09566
0.021773	2.09513
0.021774	2.09461
0.021775	2.09409
0.021776	2.09356
0.021777	2.09304
0.021778	2.09252
0.021779	2.09199
0.02178	2.09147
0.021781	2.09095
0.021782	2.09043
0.021783	2.0899
0.021784	2.08938
0.021785	2.08886
0.021787	2.08929
0.021788	2.08972
0.021789	2.09015
0.02179	2.09058
0.021791	2.091
0.021792	2.09143
0.021793	2.09185
0.021794	2.09228
0.021795	2.0927
0.021796	2.09312
0.021797	2.09354
0.021798	2.09396
0.021799	2.09437
0.0218	2.09479
0.021801	2.0952
0.021802	2.09562
0.021803	2.09603
0.021804	2.09644
0.021805	2.09685
0.021806	2.09726
0.021807	2.09767
0.021808	2.09807
0.021809	2.09848
0.02181	2.09888
0.021811	2.09929
0.021812	2.09969
0.021813	2.10009
0.021814	2.10049
0.021815	2.10088
0.021816	2.10128
0.021817	2.10168
0.021818	2.10207
0.021819	2.10246
0.02182	2.10286
0.021821	2.10325
0.021822	2.10364
0.021823	2.10402
0.021824	2.10441
0.021825	2.1048
0.021826	2.10518
0.021827	2.10556
0.021828	2.10595
0.021829	2.10633
0.02183	2.10671
0.021831	2.10709
0.021832	2.10746
0.021833	2.10784
0.021834	2.10822
0.021835	2.10859
0.021836	2.10896
0.021837	2.10933
0.021839	2.10881
0.02184	2.10828
0.021841	2.10775
0.021842	2.10722
0.021843	2.1067
0.021844	2.10617
0.021845	2.10565
0.021846	2.10512
0.021847	2.10459
0.021848	2.10407
0.021849	2.10354
0.02185	2.10302
0.021851	2.10249
0.021852	2.10196
0.021853	2.10144
0.021854	2.10091
0.021855	2.10039
0.021856	2.09986
0.021857	2.09934
0.021858	2.09881
0.021859	2.09829
0.02186	2.09776
0.021861	2.09724
0.021862	2.09672
0.021863	2.09619
0.021864	2.09567
0.021865	2.09514
0.021866	2.09462
0.021867	2.0941
0.021868	2.09357
0.021869	2.09305
0.02187	2.09253
0.021871	2.092
0.021872	2.09148
0.021873	2.09096
0.021874	2.09044
0.021875	2.08991
0.021876	2.08939
0.021877	2.08887
0.021878	2.08835
0.021879	2.08783
0.02188	2.0873
0.021881	2.08678
0.021882	2.08626
0.021883	2.08574
0.021884	2.08522
0.021885	2.0847
0.021886	2.08418
0.021887	2.08365
0.021888	2.08313
0.021889	2.08261
0.021891	2.08304
0.021892	2.08347
0.021893	2.08389
0.021894	2.08432
0.021895	2.08474
0.021896	2.08516
0.021897	2.08558
0.021898	2.086
0.021899	2.08642
0.0219	2.08684
0.021901	2.08725
0.021902	2.08767
0.021903	2.08808
0.021904	2.08849
0.021905	2.08891
0.021906	2.08931
0.021907	2.08972
0.021908	2.09013
0.021909	2.09054
0.02191	2.09094
0.021911	2.09135
0.021912	2.09175
0.021913	2.09215
0.021914	2.09255
0.021915	2.09295
0.021916	2.09335
0.021917	2.09375
0.021918	2.09414
0.021919	2.09454
0.02192	2.09493
0.021921	2.09532
0.021922	2.09571
0.021923	2.0961
0.021924	2.09649
0.021925	2.09688
0.021926	2.09726
0.021927	2.09765
0.021928	2.09803
0.021929	2.09841
0.02193	2.0988
0.021931	2.09918
0.021932	2.09955
0.021933	2.09993
0.021934	2.10031
0.021935	2.10068
0.021936	2.10106
0.021937	2.10143
0.021938	2.1018
0.021939	2.10217
0.02194	2.10254
0.021941	2.10291
0.021943	2.10239
0.021944	2.10186
0.021945	2.10133
0.021946	2.10081
0.021947	2.10028
0.021948	2.09976
0.021949	2.09923
0.02195	2.09871
0.021951	2.09819
0.021952	2.09766
0.021953	2.09714
0.021954	2.09661
0.021955	2.09609
0.021956	2.09556
0.021957	2.09504
0.021958	2.09452
0.021959	2.09399
0.02196	2.09347
0.021961	2.09295
0.021962	2.09242
0.021963	2.0919
0.021964	2.09138
0.021965	2.09086
0.021966	2.09033
0.021967	2.08981
0.021968	2.08929
0.021969	2.08877
0.02197	2.08824
0.021971	2.08772
0.021972	2.0872
0.021973	2.08668
0.021974	2.08616
0.021975	2.08564
0.021976	2.08511
0.021977	2.08459
0.021978	2.08407
0.021979	2.08355
0.02198	2.08303
0.021981	2.08251
0.021982	2.08199
0.021983	2.08147
0.021984	2.08095
0.021985	2.08043
0.021986	2.07991
0.021987	2.07939
0.021988	2.07887
0.021989	2.07835
0.02199	2.07783
0.021991	2.07731
0.021992	2.07679
0.021993	2.07627
0.021995	2.0767
0.021996	2.07712
0.021997	2.07754
0.021998	2.07796
0.021999	2.07838
0.022	2.0788
0.022001	2.07922
0.022002	2.07964
0.022003	2.08005
0.022004	2.08046
0.022005	2.08088
0.022006	2.08129
0.022007	2.0817
0.022008	2.08211
0.022009	2.08252
0.02201	2.08292
0.022011	2.08333
0.022012	2.08373
0.022013	2.08414
0.022014	2.08454
0.022015	2.08494
0.022016	2.08534
0.022017	2.08574
0.022018	2.08613
0.022019	2.08653
0.02202	2.08693
0.022021	2.08732
0.022022	2.08771
0.022023	2.0881
0.022024	2.08849
0.022025	2.08888
0.022026	2.08927
0.022027	2.08966
0.022028	2.09004
0.022029	2.09043
0.02203	2.09081
0.022031	2.09119
0.022032	2.09157
0.022033	2.09195
0.022034	2.09233
0.022035	2.09271
0.022036	2.09308
0.022037	2.09346
0.022038	2.09383
0.022039	2.0942
0.02204	2.09458
0.022041	2.09495
0.022042	2.09531
0.022043	2.09568
0.022044	2.09605
0.022045	2.09641
0.022047	2.09589
0.022048	2.09537
0.022049	2.09484
0.02205	2.09432
0.022051	2.0938
0.022052	2.09327
0.022053	2.09275
0.022054	2.09223
0.022055	2.0917
0.022056	2.09118
0.022057	2.09066
0.022058	2.09013
0.022059	2.08961
0.02206	2.08909
0.022061	2.08857
0.022062	2.08805
0.022063	2.08752
0.022064	2.087
0.022065	2.08648
0.022066	2.08596
0.022067	2.08544
0.022068	2.08492
0.022069	2.0844
0.02207	2.08387
0.022071	2.08335
0.022072	2.08283
0.022073	2.08231
0.022074	2.08179
0.022075	2.08127
0.022076	2.08075
0.022077	2.08023
0.022078	2.07971
0.022079	2.07919
0.02208	2.07867
0.022081	2.07815
0.022082	2.07763
0.022083	2.07711
0.022084	2.07659
0.022085	2.07608
0.022086	2.07556
0.022087	2.07504
0.022088	2.07452
0.022089	2.074
0.02209	2.07348
0.022091	2.07296
0.022092	2.07245
0.022093	2.07193
0.022094	2.07141
0.022095	2.07089
0.022096	2.07037
0.022097	2.06986
0.022099	2.07028
0.0221	2.0707
0.022101	2.07112
0.022102	2.07154
0.022103	2.07195
0.022104	2.07237
0.022105	2.07278
0.022106	2.0732
0.022107	2.07361
0.022108	2.07402
0.022109	2.07443
0.02211	2.07484
0.022111	2.07525
0.022112	2.07565
0.022113	2.07606
0.022114	2.07646
0.022115	2.07686
0.022116	2.07727
0.022117	2.07767
0.022118	2.07807
0.022119	2.07846
0.02212	2.07886
0.022121	2.07926
0.022122	2.07965
0.022123	2.08004
0.022124	2.08044
0.022125	2.08083
0.022126	2.08122
0.022127	2.08161
0.022128	2.08199
0.022129	2.08238
0.02213	2.08277
0.022131	2.08315
0.022132	2.08353
0.022133	2.08391
0.022134	2.08429
0.022135	2.08467
0.022136	2.08505
0.022137	2.08543
0.022138	2.0858
0.022139	2.08618
0.02214	2.08655
0.022141	2.08692
0.022142	2.0873
0.022143	2.08766
0.022144	2.08803
0.022145	2.0884
0.022146	2.08877
0.022147	2.08913
0.022148	2.0895
0.022149	2.08986
0.022151	2.08934
0.022152	2.08881
0.022153	2.08829
0.022154	2.08777
0.022155	2.08725
0.022156	2.08673
0.022157	2.08621
0.022158	2.08568
0.022159	2.08516
0.02216	2.08464
0.022161	2.08412
0.022162	2.0836
0.022163	2.08308
0.022164	2.08256
0.022165	2.08204
0.022166	2.08152
0.022167	2.081
0.022168	2.08048
0.022169	2.07996
0.02217	2.07944
0.022171	2.07892
0.022172	2.0784
0.022173	2.07788
0.022174	2.07736
0.022175	2.07684
0.022176	2.07632
0.022177	2.0758
0.022178	2.07528
0.022179	2.07476
0.02218	2.07425
0.022181	2.07373
0.022182	2.07321
0.022183	2.07269
0.022184	2.07217
0.022185	2.07165
0.022186	2.07114
0.022187	2.07062
0.022188	2.0701
0.022189	2.06958
0.02219	2.06907
0.022191	2.06855
0.022192	2.06803
0.022193	2.06752
0.022194	2.067
0.022195	2.06648
0.022196	2.06597
0.022197	2.06545
0.022198	2.06493
0.022199	2.06442
0.0222	2.0639
0.022201	2.06339
0.022203	2.0638
0.022204	2.06422
0.022205	2.06464
0.022206	2.06505
0.022207	2.06547
0.022208	2.06588
0.022209	2.06629
0.02221	2.06671
0.022211	2.06712
0.022212	2.06752
0.022213	2.06793
0.022214	2.06834
0.022215	2.06874
0.022216	2.06915
0.022217	2.06955
0.022218	2.06995
0.022219	2.07035
0.02222	2.07075
0.022221	2.07115
0.022222	2.07154
0.022223	2.07194
0.022224	2.07233
0.022225	2.07273
0.022226	2.07312
0.022227	2.07351
0.022228	2.0739
0.022229	2.07429
0.02223	2.07468
0.022231	2.07506
0.022232	2.07545
0.022233	2.07583
0.022234	2.07622
0.022235	2.0766
0.022236	2.07698
0.022237	2.07736
0.022238	2.07773
0.022239	2.07811
0.02224	2.07849
0.022241	2.07886
0.022242	2.07924
0.022243	2.07961
0.022244	2.07998
0.022245	2.08035
0.022246	2.08072
0.022247	2.08109
0.022248	2.08145
0.022249	2.08182
0.02225	2.08218
0.022251	2.08254
0.022252	2.08291
0.022253	2.08327
0.022255	2.08274
0.022256	2.08222
0.022257	2.0817
0.022258	2.08118
0.022259	2.08066
0.02226	2.08014
0.022261	2.07962
0.022262	2.0791
0.022263	2.07858
0.022264	2.07806
0.022265	2.07755
0.022266	2.07703
0.022267	2.07651
0.022268	2.07599
0.022269	2.07547
0.02227	2.07495
0.022271	2.07443
0.022272	2.07391
0.022273	2.07339
0.022274	2.07288
0.022275	2.07236
0.022276	2.07184
0.022277	2.07132
0.022278	2.07081
0.022279	2.07029
0.02228	2.06977
0.022281	2.06925
0.022282	2.06874
0.022283	2.06822
0.022284	2.0677
0.022285	2.06718
0.022286	2.06667
0.022287	2.06615
0.022288	2.06564
0.022289	2.06512
0.02229	2.0646
0.022291	2.06409
0.022292	2.06357
0.022293	2.06306
0.022294	2.06254
0.022295	2.06202
0.022296	2.06151
0.022297	2.06099
0.022298	2.06048
0.022299	2.05996
0.0223	2.05945
0.022301	2.05893
0.022302	2.05842
0.022303	2.0579
0.022304	2.05739
0.022305	2.05688
0.022307	2.05729
0.022308	2.05771
0.022309	2.05812
0.02231	2.05854
0.022311	2.05895
0.022312	2.05936
0.022313	2.05977
0.022314	2.06018
0.022315	2.06059
0.022316	2.06099
0.022317	2.0614
0.022318	2.0618
0.022319	2.0622
0.02232	2.06261
0.022321	2.06301
0.022322	2.06341
0.022323	2.0638
0.022324	2.0642
0.022325	2.0646
0.022326	2.06499
0.022327	2.06539
0.022328	2.06578
0.022329	2.06617
0.02233	2.06656
0.022331	2.06695
0.022332	2.06734
0.022333	2.06772
0.022334	2.06811
0.022335	2.06849
0.022336	2.06888
0.022337	2.06926
0.022338	2.06964
0.022339	2.07002
0.02234	2.0704
0.022341	2.07077
0.022342	2.07115
0.022343	2.07153
0.022344	2.0719
0.022345	2.07227
0.022346	2.07264
0.022347	2.07301
0.022348	2.07338
0.022349	2.07375
0.02235	2.07412
0.022351	2.07448
0.022352	2.07485
0.022353	2.07521
0.022354	2.07557
0.022355	2.07593
0.022356	2.07629
0.022357	2.07665
0.022359	2.07613
0.02236	2.07561
0.022361	2.0751
0.022362	2.07458
0.022363	2.07406
0.022364	2.07354
0.022365	2.07302
0.022366	2.0725
0.022367	2.07199
0.022368	2.07147
0.022369	2.07095
0.02237	2.07043
0.022371	2.06991
0.022372	2.0694
0.022373	2.06888
0.022374	2.06836
0.022375	2.06785
0.022376	2.06733
0.022377	2.06681
0.022378	2.0663
0.022379	2.06578
0.02238	2.06526
0.022381	2.06475
0.022382	2.06423
0.022383	2.06372
0.022384	2.0632
0.022385	2.06268
0.022386	2.06217
0.022387	2.06165
0.022388	2.06114
0.022389	2.06062
0.02239	2.06011
0.022391	2.05959
0.022392	2.05908
0.022393	2.05856
0.022394	2.05805
0.022395	2.05753
0.022396	2.05702
0.022397	2.05651
0.022398	2.05599
0.022399	2.05548
0.0224	2.05496
0.022401	2.05445
0.022402	2.05394
0.022403	2.05342
0.022404	2.05291
0.022405	2.0524
0.022406	2.05188
0.022407	2.05137
0.022408	2.05086
0.022409	2.05035
0.022411	2.05076
0.022412	2.05118
0.022413	2.05159
0.022414	2.052
0.022415	2.05241
0.022416	2.05282
0.022417	2.05323
0.022418	2.05363
0.022419	2.05404
0.02242	2.05444
0.022421	2.05485
0.022422	2.05525
0.022423	2.05565
0.022424	2.05605
0.022425	2.05645
0.022426	2.05685
0.022427	2.05724
0.022428	2.05764
0.022429	2.05803
0.02243	2.05843
0.022431	2.05882
0.022432	2.05921
0.022433	2.0596
0.022434	2.05999
0.022435	2.06037
0.022436	2.06076
0.022437	2.06115
0.022438	2.06153
0.022439	2.06191
0.02244	2.06229
0.022441	2.06267
0.022442	2.06305
0.022443	2.06343
0.022444	2.06381
0.022445	2.06418
0.022446	2.06456
0.022447	2.06493
0.022448	2.0653
0.022449	2.06567
0.02245	2.06604
0.022451	2.06641
0.022452	2.06678
0.022453	2.06715
0.022454	2.06751
0.022455	2.06788
0.022456	2.06824
0.022457	2.0686
0.022458	2.06896
0.022459	2.06932
0.02246	2.06968
0.022461	2.07004
0.022463	2.06952
0.022464	2.069
0.022465	2.06848
0.022466	2.06797
0.022467	2.06745
0.022468	2.06693
0.022469	2.06642
0.02247	2.0659
0.022471	2.06538
0.022472	2.06487
0.022473	2.06435
0.022474	2.06384
0.022475	2.06332
0.022476	2.0628
0.022477	2.06229
0.022478	2.06177
0.022479	2.06126
0.02248	2.06074
0.022481	2.06023
0.022482	2.05971
0.022483	2.0592
0.022484	2.05868
0.022485	2.05817
0.022486	2.05765
0.022487	2.05714
0.022488	2.05663
0.022489	2.05611
0.02249	2.0556
0.022491	2.05508
0.022492	2.05457
0.022493	2.05406
0.022494	2.05354
0.022495	2.05303
0.022496	2.05252
0.022497	2.052
0.022498	2.05149
0.022499	2.05098
0.0225	2.05047
0.022501	2.04995
0.022502	2.04944
0.022503	2.04893
0.022504	2.04842
0.022505	2.04791
0.022506	2.04739
0.022507	2.04688
0.022508	2.04637
0.022509	2.04586
0.02251	2.04535
0.022511	2.04484
0.022512	2.04433
0.022513	2.04381
0.022515	2.04423
0.022516	2.04464
0.022517	2.04505
0.022518	2.04546
0.022519	2.04587
0.02252	2.04628
0.022521	2.04668
0.022522	2.04709
0.022523	2.04749
0.022524	2.0479
0.022525	2.0483
0.022526	2.0487
0.022527	2.0491
0.022528	2.0495
0.022529	2.0499
0.02253	2.05029
0.022531	2.05069
0.022532	2.05108
0.022533	2.05147
0.022534	2.05187
0.022535	2.05226
0.022536	2.05265
0.022537	2.05303
0.022538	2.05342
0.022539	2.05381
0.02254	2.05419
0.022541	2.05457
0.022542	2.05496
0.022543	2.05534
0.022544	2.05572
0.022545	2.0561
0.022546	2.05648
0.022547	2.05685
0.022548	2.05723
0.022549	2.0576
0.02255	2.05798
0.022551	2.05835
0.022552	2.05872
0.022553	2.05909
0.022554	2.05946
0.022555	2.05982
0.022556	2.06019
0.022557	2.06056
0.022558	2.06092
0.022559	2.06128
0.02256	2.06164
0.022561	2.062
0.022562	2.06236
0.022563	2.06272
0.022564	2.06308
0.022565	2.06344
0.022567	2.06292
0.022568	2.0624
0.022569	2.06189
0.02257	2.06137
0.022571	2.06086
0.022572	2.06034
0.022573	2.05983
0.022574	2.05931
0.022575	2.0588
0.022576	2.05828
0.022577	2.05777
0.022578	2.05726
0.022579	2.05674
0.02258	2.05623
0.022581	2.05571
0.022582	2.0552
0.022583	2.05469
0.022584	2.05417
0.022585	2.05366
0.022586	2.05315
0.022587	2.05263
0.022588	2.05212
0.022589	2.05161
0.02259	2.05109
0.022591	2.05058
0.022592	2.05007
0.022593	2.04956
0.022594	2.04904
0.022595	2.04853
0.022596	2.04802
0.022597	2.04751
0.022598	2.047
0.022599	2.04648
0.0226	2.04597
0.022601	2.04546
0.022602	2.04495
0.022603	2.04444
0.022604	2.04393
0.022605	2.04342
0.022606	2.04291
0.022607	2.0424
0.022608	2.04189
0.022609	2.04138
0.02261	2.04086
0.022611	2.04035
0.022612	2.03984
0.022613	2.03933
0.022614	2.03883
0.022615	2.03832
0.022616	2.03781
0.022617	2.0373
0.022619	2.03771
0.02262	2.03812
0.022621	2.03853
0.022622	2.03894
0.022623	2.03935
0.022624	2.03975
0.022625	2.04016
0.022626	2.04056
0.022627	2.04097
0.022628	2.04137
0.022629	2.04177
0.02263	2.04217
0.022631	2.04257
0.022632	2.04296
0.022633	2.04336
0.022634	2.04376
0.022635	2.04415
0.022636	2.04454
0.022637	2.04494
0.022638	2.04533
0.022639	2.04572
0.02264	2.0461
0.022641	2.04649
0.022642	2.04688
0.022643	2.04726
0.022644	2.04765
0.022645	2.04803
0.022646	2.04841
0.022647	2.04879
0.022648	2.04917
0.022649	2.04955
0.02265	2.04992
0.022651	2.0503
0.022652	2.05067
0.022653	2.05105
0.022654	2.05142
0.022655	2.05179
0.022656	2.05216
0.022657	2.05253
0.022658	2.0529
0.022659	2.05326
0.02266	2.05363
0.022661	2.05399
0.022662	2.05436
0.022663	2.05472
0.022664	2.05508
0.022665	2.05544
0.022666	2.0558
0.022667	2.05616
0.022668	2.05651
0.022669	2.05687
0.022671	2.05635
0.022672	2.05584
0.022673	2.05532
0.022674	2.05481
0.022675	2.0543
0.022676	2.05378
0.022677	2.05327
0.022678	2.05276
0.022679	2.05224
0.02268	2.05173
0.022681	2.05122
0.022682	2.05071
0.022683	2.05019
0.022684	2.04968
0.022685	2.04917
